train,stations
0,"[Amsterdam Amstel, Amsterdam Zuid, Utrecht Centraal, Schiphol Airport, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Castricum, Alkmaar, Den Helder]"
1,"[Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Amsterdam Centraal, Utrecht Centraal, Gouda, Den Haag Centraal, Leiden Centraal, Den Haag Centraal]"
2,"[Beverwijk, Heemstede-Aerdenhout, Haarlem, Beverwijk, Haarlem, Amsterdam Sloterdijk, Haarlem, Beverwijk, Castricum, Beverwijk, Zaandam, Castricum, Zaandam]"
3,"[Delft, Schiedam Centrum, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Roosendaal, Etten-Leur, Roosendaal, Vlissingen]"
4,"[Almelo, Deventer, Deventer, Zwolle, Zutphen]"
5,"[Almere Centrum, Lelystad Centrum, Almere Centrum, Almere Centrum, Hilversum, Amsterdam Amstel, Almere Centrum, Hilversum, Utrecht Centraal, Amsterdam Amstel]"
6,"[Etten-Leur, Roosendaal, Roosendaal, Etten-Leur, Breda, Tilburg, s-Hertogenbosch, Eindhoven, Tilburg, Breda, Etten-Leur, Breda, Tilburg, Breda, Etten-Leur, Tilburg]"
7,"[Leiden Centraal, Den Haag Laan v NOI, Den Haag Laan v NOI, Leiden Centraal, Den Haag Centraal, Delft, Gouda]"
8,"[Den Haag HS, Leiden Centraal, Alphen a/d Rijn, Gouda, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Rotterdam Centraal, Schiedam Centrum]"
9,"[Rotterdam Centraal, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag HS, Delft, Schiedam Centrum, Den Haag HS]"
10,"[Amersfoort, Deventer, Zwolle, Steenwijk, Heerenveen, Zwolle]"
11,"[Amersfoort, Zwolle, Zwolle, Assen, Deventer]"
12,"[Nijmegen, Arnhem Centraal, Dieren, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Dieren, Arnhem Centraal, Nijmegen, Arnhem Centraal, Dieren, Zutphen]"
13,"[Heerlen, Sittard, Maastricht, Roermond, Sittard, Heerlen, Sittard, Roermond, Sittard, Heerlen, Sittard, Sittard]"
14,"[Dordrecht, Breda, Eindhoven, Tilburg, Weert, Eindhoven, Helmond, Venlo]"
15,"[Hoorn, Alkmaar, Hoorn, Zaandam, Beverwijk]"
16,"[Oss, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Tilburg, Breda, Tilburg, Etten-Leur]"
17,"[Steenwijk, Heerenveen, Steenwijk, Heerenveen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Almelo, Amersfoort, Apeldoorn]"
score,4136.685393258427
connections missing,[['Amsterdam Centraal': 'Almere Centrum']: ['Amsterdam Centraal': 'Amsterdam Sloterdijk']: ['Den Haag HS': 'Gouda']: ['Den Haag Laan v NOI': 'Gouda']: ['Deventer': 'Zutphen']: ['Groningen': 'Assen']: ['Hengelo': 'Enschede']: ['Leeuwarden': 'Groningen']: ['Roermond': 'Weert']: ['Utrecht Centraal': 'Ede-Wageningen']: ['Utrecht Centraal': 'Alphen a/d Rijn']: ['Utrecht Centraal': 's-Hertogenbosch']]
