iteration,score
5,3323.4943820224717
9,3356.8539325842703
19,3561.9325842696626
24,3626.292134831461
35,3797.011235955056
38,4002.730337078652
43,4053.089887640449
47,4130.449438202247
56,4203.808988764045
81,4293.168539325843
87,4380.52808988764
344,4391.52808988764
361,4399.52808988764
752,4489.887640449438
1112,4533.247191011236
1144,4559.247191011236
1191,4595.247191011236
1241,4679.606741573034
2046,4682.606741573034
2149,4706.606741573034
2696,4800.966292134832
2714,4801.966292134832
2723,4801.966292134832
4854,4811.966292134832
5631,4816.966292134832
5827,4816.966292134832
5923,4821.966292134832
6094,4844.966292134832
13935,4852.966292134832
14071,4945.3258426966295
14090,5046.685393258427
14124,5050.685393258427
15467,5053.685393258427
17460,5138.044943820225
19319,5140.044943820225
19862,5159.044943820225
19974,5181.044943820225
21150,5190.044943820225
24245,5193.044943820225
216648,5196.044943820225
