iteration,score
3,3570.213483146067
6,3571.213483146067
10,3639.573033707865
25,3728.9325842696626
33,4114.370786516854
35,4143.730337078652
43,4232.089887640449
52,4590.52808988764
64,4622.247191011236
66,4650.966292134832
75,4808.685393258427
87,4923.044943820225
100,4995.044943820225
159,5004.404494382023
165,5013.404494382023
250,5057.404494382023
289,5136.404494382023
370,5207.76404494382
442,5219.123595505618
494,5231.123595505618
549,5238.123595505618
908,5247.123595505618
938,5292.123595505618
1357,5305.123595505618
1391,5421.123595505618
2855,5451.483146067416
3389,5455.483146067416
3537,5500.842696629214
3975,5507.842696629214
4473,5565.842696629214
6475,5569.842696629214
7325,5629.202247191011
10384,5652.561797752809
11312,5661.561797752809
13813,5671.561797752809
16191,5702.561797752809
