train,stations
0,"[Oss, s-Hertogenbosch, Eindhoven]"
1,"[Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Amsterdam Centraal, Utrecht Centraal, Amsterdam Amstel, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal]"
2,"[Zwolle, Deventer, Zutphen, Dieren, Arnhem Centraal, Nijmegen, Oss]"
3,"[Groningen, Assen, Zwolle, Amersfoort, Apeldoorn, Deventer, Apeldoorn]"
4,"[Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft]"
5,"[Helmond, Eindhoven, Helmond, Venlo, Helmond, Eindhoven, Helmond, Eindhoven, Tilburg, Breda]"
6,"[Nijmegen, Arnhem Centraal, Dieren, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Utrecht Centraal, Amersfoort]"
7,"[Schiphol Airport, Amsterdam Zuid, Schiphol Airport]"
8,"[Maastricht, Sittard, Heerlen, Sittard, Roermond, Weert, Eindhoven]"
9,"[Etten-Leur, Roosendaal, Dordrecht, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft]"
10,"[Hoorn, Zaandam, Castricum, Alkmaar, Castricum, Alkmaar, Castricum]"
score,3700.573033707865
connections missing,[['Alkmaar': 'Den Helder']: ['Almelo': 'Hengelo']: ['Almere Centrum': 'Lelystad Centrum']: ['Amsterdam Amstel': 'Almere Centrum']: ['Amsterdam Amstel': 'Amsterdam Centraal']: ['Amsterdam Amstel': 'Hilversum']: ['Amsterdam Sloterdijk': 'Haarlem']: ['Amsterdam Sloterdijk': 'Zaandam']: ['Amsterdam Zuid': 'Amsterdam Sloterdijk']: ['Den Haag Centraal': 'Leiden Centraal']: ['Den Haag HS': 'Gouda']: ['Den Haag HS': 'Leiden Centraal']: ['Den Haag Laan v NOI': 'Leiden Centraal']: ['Deventer': 'Almelo']: ['Dordrecht': 'Rotterdam Blaak']: ['Gouda': 'Alphen a/d Rijn']: ['Heerenveen': 'Steenwijk']: ['Hengelo': 'Enschede']: ['Hilversum': 'Almere Centrum']: ['Leeuwarden': 'Heerenveen']: ['Leeuwarden': 'Groningen']: ['Leiden Centraal': 'Alphen a/d Rijn']: ['Roosendaal': 'Vlissingen']: ['Steenwijk': 'Zwolle']: ['Utrecht Centraal': 'Hilversum']: ['Utrecht Centraal': 'Gouda']: ['Utrecht Centraal': 'Alphen a/d Rijn']: ['Utrecht Centraal': 'Schiphol Airport']: ['Zwolle': 'Almelo']]
