iteration,score
0,3255.4367816091954
2,3569.2068965517237
4,3660.091954022989
7,3781.977011494253
73,3837.8620689655163
101,3973.8045977011498
102,4010.8045977011498
432,4015.8045977011498
1926,4015.8045977011498
2226,4048.8045977011498
3062,4122.747126436781
3236,4131.747126436781
3662,4230.689655172413
5191,4233.689655172413
5411,4313.6321839080465
5872,4315.6321839080465
6632,4317.6321839080465
7231,4321.6321839080465
9548,4329.6321839080465
9607,4415.574712643678
10753,4426.574712643678
18235,4433.574712643678
