train,stations
0,"[Amsterdam Amstel, Amsterdam Centraal, Amsterdam Amstel, Hilversum]"
1,"[Deventer, Zwolle, Almelo, Hengelo, Enschede, Hengelo]"
2,"[Leeuwarden, Heerenveen, Steenwijk, Zwolle, Almelo, Deventer]"
3,"[]"
4,"[Leiden Centraal, Alphen a/d Rijn, Gouda, Den Haag HS, Delft]"
5,"[Deventer, Zutphen]"
6,"[]"
7,"[Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS, Leiden Centraal, Den Haag Centraal, Delft, Den Haag Laan v NOI, Gouda]"
8,"[]"
9,"[Alkmaar, Castricum, Beverwijk]"
10,"[Rotterdam Alexander, Gouda, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Delft, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Rotterdam Centraal]"
11,"[Sittard, Maastricht, Sittard]"
12,"[Zutphen, Deventer, Zutphen, Dieren, Zutphen, Dieren, Zutphen, Deventer, Zutphen, Deventer]"
13,"[Arnhem Centraal, Ede-Wageningen, Arnhem Centraal]"
14,"[Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk]"
15,"[Breda, Tilburg, Breda, Etten-Leur, Breda, Dordrecht, Roosendaal, Etten-Leur]"
score,5017.287356321838
connections missing,[['Alkmaar': 'Den Helder']: ['Assen': 'Zwolle']: ['Helmond': 'Venlo']: ['Roosendaal': 'Vlissingen']: ['Utrecht Centraal': 'Schiphol Airport']]
