train,stations
0,"[Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Hilversum]"
1,"[Deventer, Zwolle, Almelo, Hengelo]"
2,"[Leeuwarden, Heerenveen, Steenwijk, Zwolle, Almelo, Deventer]"
3,"[]"
4,"[Leiden Centraal, Alphen a/d Rijn, Gouda, Den Haag HS, Delft]"
5,"[]"
6,"[]"
7,"[Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS, Leiden Centraal, Den Haag Centraal, Delft, Den Haag Laan v NOI, Gouda]"
8,"[]"
9,"[Alkmaar, Castricum, Beverwijk]"
10,"[Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Delft, Schiedam Centrum, Rotterdam Centraal]"
11,"[]"
12,"[Dieren, Zutphen, Deventer, Zutphen, Deventer, Zutphen, Deventer, Zutphen, Dieren, Zutphen]"
13,"[]"
14,"[Zaandam, Amsterdam Sloterdijk]"
15,"[Tilburg, Breda, Etten-Leur, Roosendaal]"
score,5099.229885057472
connections missing,[['Alkmaar': 'Den Helder']: ['Assen': 'Zwolle']: ['Helmond': 'Venlo']: ['Roosendaal': 'Vlissingen']]
