iteration,score
3,3992.0
12,4059.0
13,4088.0
25,4102.0
47,4115.0
71,4191.0
76,4280.0
80,4426.0
82,4437.0
85,4483.0
98,4488.0
122,4517.0
141,4555.0
149,4664.0
494,4668.0
1173,4731.0
1359,4735.0
17158,4787.0
24634,4788.0
27316,4794.0
28220,4806.0
