iteration,score
1,3830.0
2,5472.714285714286
3,3441.857142857143
4,2736.4285714285716
5,4219.0
6,4222.0
7,5602.714285714286
8,4163.0
9,3964.857142857143
10,6750.0
11,5864.857142857143
12,5884.714285714286
13,2799.4285714285716
14,3956.857142857143
15,4634.142857142857
16,4857.285714285714
17,3133.5714285714284
18,5915.714285714286
19,4498.285714285714
20,5211.428571428571
21,5213.571428571429
22,3858.0
23,5645.714285714286
24,3789.0
25,3214.7142857142853
26,4268.0
27,2920.4285714285716
28,2577.2857142857147
29,4670.142857142857
30,3609.7142857142853
31,4727.285714285714
32,4205.142857142857
33,5590.714285714286
34,3661.857142857143
35,3904.0
36,5313.571428571429
37,5212.428571428571
38,4222.0
39,3782.857142857143
40,4755.428571428571
41,6714.0
42,5177.571428571429
43,5934.857142857143
44,5545.714285714286
45,4562.285714285714
46,3849.857142857143
47,3609.857142857143
48,3104.5714285714284
49,4545.142857142857
50,5819.857142857143
51,2560.2857142857147
52,3569.7142857142853
53,5022.428571428571
54,2687.4285714285716
55,2602.4285714285716
56,3931.857142857143
57,4779.285714285714
58,5906.857142857143
59,3570.857142857143
60,2510.2857142857147
61,5044.428571428571
62,3216.5714285714284
63,3760.857142857143
64,5166.428571428571
65,6336.0
66,2238.142857142857
67,4165.0
68,3937.857142857143
69,2544.2857142857147
70,4152.0
71,3438.857142857143
72,4276.142857142857
73,4531.142857142857
74,4912.428571428571
75,5890.714285714286
76,4290.0
77,5267.571428571429
78,4137.142857142857
79,4700.285714285714
80,3650.7142857142853
81,4520.142857142857
82,4106.0
83,5664.714285714286
84,3390.7142857142853
85,4121.0
86,5010.285714285714
87,3555.857142857143
88,4463.142857142857
89,4392.142857142857
90,6309.0
91,3440.7142857142853
92,3950.857142857143
93,4675.285714285714
94,5318.571428571429
95,4658.285714285714
96,3363.857142857143
97,2510.2857142857147
98,4455.142857142857
99,3974.0
100,4730.285714285714
101,4236.0
102,2913.4285714285716
103,4338.142857142857
104,4602.285714285714
105,3518.7142857142853
106,3611.7142857142853
107,2877.4285714285716
108,5606.714285714286
109,5227.571428571429
110,5249.571428571429
111,3316.7142857142853
112,5176.571428571429
113,2932.5714285714284
114,3930.0
115,4673.142857142857
116,3198.7142857142853
117,3542.857142857143
118,3160.5714285714284
119,4973.428571428571
120,3835.857142857143
121,3983.857142857143
122,5143.428571428571
123,3816.857142857143
124,4084.142857142857
125,4004.857142857143
126,3089.5714285714284
127,3863.857142857143
128,4677.285714285714
129,6075.857142857143
130,3554.7142857142853
131,4991.428571428571
132,3288.5714285714284
133,4601.142857142857
134,4124.0
135,4683.285714285714
136,4092.142857142857
137,4473.142857142857
138,3540.7142857142853
139,4643.285714285714
140,3068.5714285714284
141,4235.142857142857
142,3886.857142857143
143,4599.285714285714
144,5275.428571428571
145,2886.5714285714284
146,4911.285714285714
147,4226.0
148,5731.714285714286
149,6001.857142857143
150,1540.8571428571427
151,3562.857142857143
152,3909.0
153,4796.285714285714
154,3229.7142857142853
155,4454.142857142857
156,4303.0
157,4586.285714285714
158,3393.7142857142853
159,4177.0
160,3087.5714285714284
161,3834.857142857143
162,2597.2857142857147
163,3790.0
164,5153.428571428571
165,4265.0
166,4464.285714285714
167,3604.7142857142853
168,3436.857142857143
169,5745.714285714286
170,3766.857142857143
171,2557.2857142857147
172,3519.857142857143
173,4465.285714285714
174,5907.857142857143
175,4015.0
176,4199.0
177,5548.714285714286
178,1744.0
179,3646.857142857143
180,4128.142857142857
181,4357.142857142857
182,4107.0
183,3526.7142857142853
184,3578.7142857142853
185,5210.571428571429
186,5373.428571428571
187,3892.857142857143
188,4553.285714285714
189,4903.428571428571
190,2951.5714285714284
191,2001.1428571428569
192,3961.857142857143
193,3830.857142857143
194,4412.142857142857
195,2793.4285714285716
196,5677.571428571429
197,4498.142857142857
198,4173.0
199,4708.285714285714
200,5384.571428571429
201,3172.5714285714284
202,4664.285714285714
203,4614.142857142857
204,4112.142857142857
205,4095.0
206,3236.5714285714284
207,2249.142857142857
208,6007.714285714286
209,4439.285714285714
210,2802.4285714285716
211,5361.571428571429
212,5981.857142857143
213,5330.428571428571
214,3295.7142857142853
215,5192.428571428571
216,3345.857142857143
217,4131.0
218,4367.142857142857
219,4685.142857142857
220,5033.428571428571
221,5575.714285714286
222,5225.571428571429
223,6226.0
224,4987.428571428571
225,4516.285714285714
226,3674.857142857143
227,3741.0
228,5223.571428571429
229,4583.142857142857
230,3545.7142857142853
231,6590.142857142857
232,5699.714285714286
233,5419.571428571429
234,3679.7142857142853
235,4159.0
236,3589.7142857142853
237,5548.714285714286
238,4076.0
239,2923.4285714285716
240,3801.857142857143
241,2840.4285714285716
242,4539.142857142857
243,4333.142857142857
244,4323.142857142857
245,4140.142857142857
246,3907.857142857143
247,4326.0
248,4263.0
249,4468.142857142857
250,3267.5714285714284
251,4595.285714285714
252,4969.428571428571
253,5210.428571428571
254,4825.428571428571
255,3914.857142857143
256,4139.142857142857
257,4475.285714285714
258,4482.142857142857
259,3961.857142857143
260,2910.4285714285716
261,2881.4285714285716
262,2914.4285714285716
263,3529.7142857142853
264,4126.142857142857
265,2568.4285714285716
266,4226.142857142857
267,5402.571428571429
268,3806.857142857143
269,6355.857142857143
270,3456.7142857142853
271,4124.0
272,6251.0
273,6637.142857142857
274,5655.571428571429
275,4611.285714285714
276,4897.428571428571
277,4486.142857142857
278,3167.5714285714284
279,4178.0
280,5097.428571428571
281,2051.142857142857
282,4833.285714285714
283,3626.7142857142853
284,5217.428571428571
285,4193.0
286,5642.714285714286
287,3220.5714285714284
288,3824.0
289,4267.0
290,3983.0
291,5381.428571428571
292,4304.0
293,3636.857142857143
294,5398.571428571429
295,3902.0
296,4594.285714285714
297,3831.0
298,3976.857142857143
299,5185.571428571429
300,5168.428571428571
301,5139.571428571429
302,2854.5714285714284
303,4148.0
304,3578.7142857142853
305,7001.285714285714
306,5686.714285714286
307,5698.714285714286
308,4946.428571428571
309,4511.285714285714
310,3114.5714285714284
311,4684.142857142857
312,2206.142857142857
313,4579.285714285714
314,4952.428571428571
315,4697.285714285714
316,4833.428571428571
317,4610.285714285714
318,4895.428571428571
319,5024.285714285714
320,6674.142857142857
321,2907.4285714285716
322,3199.5714285714284
323,5234.571428571429
324,3427.7142857142853
325,4803.285714285714
326,5012.428571428571
327,3674.7142857142853
328,4541.142857142857
329,2204.142857142857
330,3930.857142857143
331,4020.0
332,4917.428571428571
333,4222.142857142857
334,3197.5714285714284
335,4655.285714285714
336,5559.714285714286
337,2950.4285714285716
338,3249.5714285714284
339,2862.4285714285716
340,5577.714285714286
341,3909.0
342,4495.142857142857
343,2545.2857142857147
344,6266.857142857143
345,5388.571428571429
346,5265.571428571429
347,5524.571428571429
348,4366.142857142857
349,3257.7142857142853
350,4507.285714285714
351,3047.5714285714284
352,3675.7142857142853
353,4854.428571428571
354,5969.857142857143
355,4999.428571428571
356,5621.714285714286
357,4853.428571428571
358,6235.0
359,4927.428571428571
360,3380.7142857142853
361,3855.0
362,5217.571428571429
363,3986.857142857143
364,5166.571428571429
365,3266.5714285714284
366,4662.142857142857
367,5317.571428571429
368,3902.0
369,5226.428571428571
370,4378.0
371,4764.285714285714
372,4665.285714285714
373,4055.142857142857
374,4761.285714285714
375,3898.0
376,6675.142857142857
377,5771.714285714286
378,4509.142857142857
379,4689.142857142857
380,6088.857142857143
381,4335.142857142857
382,3280.7142857142853
383,5942.857142857143
384,3647.7142857142853
385,3371.7142857142853
386,2696.5714285714284
387,5539.714285714286
388,3197.7142857142853
389,5573.714285714286
390,3683.857142857143
391,5514.714285714286
392,5720.571428571429
393,5175.428571428571
394,3800.857142857143
395,5199.428571428571
396,3198.5714285714284
397,5244.571428571429
398,2784.4285714285716
399,3262.5714285714284
400,4794.428571428571
401,3442.7142857142853
402,5836.714285714286
403,4533.142857142857
404,5521.714285714286
405,3922.857142857143
406,5216.571428571429
407,4125.142857142857
408,3972.0
409,3909.0
410,2555.2857142857147
411,3756.857142857143
412,4786.428571428571
413,4996.285714285714
414,3789.0
415,4042.142857142857
416,4913.428571428571
417,2966.5714285714284
418,6090.857142857143
419,2173.142857142857
420,5319.571428571429
421,6265.0
422,3940.857142857143
423,2790.4285714285716
424,5016.428571428571
425,3568.7142857142853
426,2879.4285714285716
427,4319.0
428,2083.142857142857
429,3227.7142857142853
430,4566.285714285714
431,2699.4285714285716
432,5669.714285714286
433,5207.571428571429
434,3189.5714285714284
435,4174.0
436,4362.142857142857
437,3321.5714285714284
438,4339.0
439,6041.714285714286
440,4259.0
441,3623.7142857142853
442,1169.8571428571427
443,5013.428571428571
444,3388.7142857142853
445,4513.285714285714
446,5393.571428571429
447,4549.285714285714
448,2577.2857142857147
449,3953.857142857143
450,4401.142857142857
451,4654.285714285714
452,3615.7142857142853
453,5259.571428571429
454,4639.285714285714
455,4670.142857142857
456,4263.0
457,5087.428571428571
458,3056.5714285714284
459,3196.5714285714284
460,3658.857142857143
461,4019.0
462,2575.2857142857147
463,3292.857142857143
464,5034.428571428571
465,2887.4285714285716
466,4878.428571428571
467,4482.142857142857
468,5641.714285714286
469,3821.857142857143
470,4158.142857142857
471,4344.142857142857
472,4155.142857142857
473,6583.142857142857
474,5292.428571428571
475,5922.857142857143
476,3597.7142857142853
477,5097.428571428571
478,4281.0
479,4664.285714285714
480,6065.857142857143
481,5675.714285714286
482,4810.428571428571
483,6070.857142857143
484,3957.0
485,3301.5714285714284
486,3446.857142857143
487,4789.285714285714
488,4023.857142857143
489,3209.5714285714284
490,4889.428571428571
491,3952.0
492,5053.428571428571
493,3186.5714285714284
494,3628.7142857142853
495,2417.2857142857147
496,3274.5714285714284
497,3291.5714285714284
498,3444.7142857142853
499,4571.142857142857
500,5298.428571428571
501,5630.714285714286
502,4641.142857142857
503,5312.571428571429
504,3639.7142857142853
505,3522.857142857143
506,5778.714285714286
507,3260.5714285714284
508,3325.5714285714284
509,2922.4285714285716
510,5542.714285714286
511,3761.857142857143
512,5375.571428571429
513,5789.714285714286
514,3563.7142857142853
515,3261.5714285714284
516,4834.285714285714
517,3767.0
518,3897.857142857143
519,3831.857142857143
520,3581.7142857142853
521,3475.7142857142853
522,5058.428571428571
523,4338.0
524,4567.142857142857
525,4009.857142857143
526,3003.5714285714284
527,3978.857142857143
528,2383.2857142857147
529,4441.142857142857
530,5352.428571428571
531,5998.857142857143
532,4995.428571428571
533,3353.5714285714284
534,3373.7142857142853
535,3848.857142857143
536,5579.714285714286
537,4443.142857142857
538,2604.2857142857147
539,4665.285714285714
540,3703.857142857143
541,4571.142857142857
542,2928.4285714285716
543,5240.571428571429
544,5076.428571428571
545,3257.7142857142853
546,5850.857142857143
547,5885.857142857143
548,2737.4285714285716
549,4757.285714285714
550,4484.285714285714
551,4323.0
552,4609.142857142857
553,4676.285714285714
554,5588.714285714286
555,3969.857142857143
556,1864.1428571428569
557,5521.714285714286
558,6217.0
559,3737.857142857143
560,3197.7142857142853
561,3263.5714285714284
562,5202.571428571429
563,5133.571428571429
564,4017.857142857143
565,3473.7142857142853
566,6425.0
567,4252.0
568,5440.571428571429
569,4983.428571428571
570,4413.142857142857
571,3656.857142857143
572,3827.857142857143
573,4863.428571428571
574,3444.7142857142853
575,4840.285714285714
576,4519.285714285714
577,5478.714285714286
578,4045.0
579,3746.857142857143
580,5552.714285714286
581,4903.428571428571
582,3936.0
583,2961.4285714285716
584,3102.5714285714284
585,6170.0
586,3505.857142857143
587,3736.0
588,5341.571428571429
589,4899.428571428571
590,3488.7142857142853
591,6050.857142857143
592,5996.857142857143
593,5419.571428571429
594,3274.7142857142853
595,6333.0
596,5904.857142857143
597,2921.4285714285716
598,5193.428571428571
599,4863.428571428571
600,3936.0
601,5429.571428571429
602,3772.0
603,3948.857142857143
604,3617.857142857143
605,5963.857142857143
606,5834.714285714286
607,5068.428571428571
608,4906.285714285714
609,4286.0
610,3168.7142857142853
611,3253.5714285714284
612,3910.0
613,3718.857142857143
614,5688.714285714286
615,5395.571428571429
616,5241.571428571429
617,4703.285714285714
618,5774.857142857143
619,3561.7142857142853
620,3818.857142857143
621,3214.5714285714284
622,5243.571428571429
623,4254.142857142857
624,5225.571428571429
625,5181.571428571429
626,6258.0
627,4619.142857142857
628,4273.0
629,6263.857142857143
630,4140.0
631,3483.7142857142853
632,3392.7142857142853
633,2717.4285714285716
634,2465.4285714285716
635,5935.857142857143
636,3161.5714285714284
637,5098.428571428571
638,5441.714285714286
639,3287.5714285714284
640,2874.5714285714284
641,2508.2857142857147
642,3217.7142857142853
643,5125.428571428571
644,4792.285714285714
645,3980.857142857143
646,4655.285714285714
647,2375.2857142857147
648,3604.7142857142853
649,4328.0
650,4728.285714285714
651,3316.5714285714284
652,4346.142857142857
653,2789.4285714285716
654,4444.142857142857
655,2976.4285714285716
656,3590.857142857143
657,3384.7142857142853
658,4612.285714285714
659,5383.571428571429
660,4149.142857142857
661,3500.857142857143
662,4653.142857142857
663,3822.857142857143
664,4820.428571428571
665,4283.0
666,5509.714285714286
667,2146.142857142857
668,2210.142857142857
669,4367.142857142857
670,5546.571428571429
671,2577.2857142857147
672,4021.0
673,4249.142857142857
674,2899.4285714285716
675,4850.428571428571
676,7354.428571428571
677,3865.857142857143
678,5744.714285714286
679,4282.0
680,6907.285714285714
681,3618.857142857143
682,3728.857142857143
683,3746.0
684,4381.142857142857
685,3946.857142857143
686,5010.428571428571
687,3753.857142857143
688,5870.857142857143
689,5105.428571428571
690,4255.142857142857
691,3687.857142857143
692,3518.7142857142853
693,4285.0
694,4560.285714285714
695,4184.142857142857
696,5561.571428571429
697,4414.142857142857
698,3157.5714285714284
699,5178.428571428571
700,5762.857142857143
701,2513.2857142857147
702,3263.5714285714284
703,3809.857142857143
704,4370.142857142857
705,3414.7142857142853
706,5137.428571428571
707,5304.571428571429
708,2962.5714285714284
709,5828.857142857143
710,5249.571428571429
711,5421.571428571429
712,3228.7142857142853
713,5385.571428571429
714,4478.142857142857
715,4880.428571428571
716,5244.571428571429
717,3864.0
718,4174.142857142857
719,3563.857142857143
720,4619.285714285714
721,3301.5714285714284
722,5299.571428571429
723,5986.857142857143
724,2100.142857142857
725,3109.7142857142853
726,4354.142857142857
727,4960.428571428571
728,5486.714285714286
729,2219.142857142857
730,3403.7142857142853
731,3132.5714285714284
732,6705.142857142857
733,4062.142857142857
734,3723.857142857143
735,6189.0
736,5179.428571428571
737,3578.857142857143
738,3578.857142857143
739,5271.571428571429
740,4659.285714285714
741,3935.857142857143
742,4855.428571428571
743,4277.142857142857
744,4603.285714285714
745,3327.7142857142853
746,3365.857142857143
747,4380.142857142857
748,2597.2857142857147
749,2100.142857142857
750,5064.428571428571
751,4157.0
752,3831.857142857143
753,5312.571428571429
754,4548.142857142857
755,3252.5714285714284
756,3492.857142857143
757,5365.571428571429
758,5265.571428571429
759,4900.428571428571
760,5202.571428571429
761,5321.428571428571
762,4431.142857142857
763,3325.7142857142853
764,3450.857142857143
765,4118.0
766,3743.0
767,3720.857142857143
768,4206.142857142857
769,4485.285714285714
770,4180.142857142857
771,4010.857142857143
772,3408.857142857143
773,5033.428571428571
774,3950.0
775,3896.0
776,5916.857142857143
777,3225.5714285714284
778,4973.285714285714
779,3432.7142857142853
780,5527.714285714286
781,4482.142857142857
782,1376.8571428571427
783,6076.857142857143
784,4582.285714285714
785,2297.142857142857
786,2598.2857142857147
787,5280.571428571429
788,4534.285714285714
789,2970.4285714285716
790,2138.142857142857
791,2916.4285714285716
792,4937.428571428571
793,5251.571428571429
794,2276.2857142857147
795,2861.5714285714284
796,5525.714285714286
797,4624.285714285714
798,4423.142857142857
799,4876.428571428571
800,5172.571428571429
801,3260.5714285714284
802,4723.285714285714
803,5279.428571428571
804,5244.571428571429
805,3211.5714285714284
806,6776.142857142857
807,4478.142857142857
808,5372.571428571429
809,3184.7142857142853
810,2113.142857142857
811,3077.5714285714284
812,5648.714285714286
813,4422.142857142857
814,6016.857142857143
815,5584.714285714286
816,4676.285714285714
817,4942.428571428571
818,3891.857142857143
819,4481.285714285714
820,4509.285714285714
821,3292.7142857142853
822,4817.285714285714
823,4602.142857142857
824,5282.571428571429
825,2921.4285714285716
826,4226.0
827,4657.285714285714
828,6049.857142857143
829,4194.142857142857
830,4590.285714285714
831,4413.285714285714
832,4899.428571428571
833,3597.857142857143
834,4471.285714285714
835,4328.142857142857
836,3689.857142857143
837,6605.142857142857
838,3735.857142857143
839,3873.857142857143
840,4333.142857142857
841,5165.571428571429
842,3895.0
843,4592.285714285714
844,4924.428571428571
845,3702.857142857143
846,3494.7142857142853
847,4343.285714285714
848,5871.857142857143
849,4913.428571428571
850,5192.428571428571
851,5339.571428571429
852,3231.5714285714284
853,4802.428571428571
854,6546.0
855,3246.7142857142853
856,4184.142857142857
857,2548.2857142857147
858,5243.428571428571
859,5372.571428571429
860,4475.285714285714
861,5435.714285714286
862,4752.285714285714
863,3275.5714285714284
864,4677.142857142857
865,3256.7142857142853
866,4654.285714285714
867,2611.2857142857147
868,2990.5714285714284
869,2817.4285714285716
870,2903.5714285714284
871,4543.285714285714
872,2377.2857142857147
873,4611.142857142857
874,5797.857142857143
875,6499.142857142857
876,5506.571428571429
877,2406.2857142857147
878,5116.571428571429
879,3927.0
880,3158.7142857142853
881,5138.428571428571
882,4368.142857142857
883,4341.142857142857
884,4951.428571428571
885,3130.5714285714284
886,4865.428571428571
887,5930.857142857143
888,5569.714285714286
889,5218.571428571429
890,3496.7142857142853
891,4040.857142857143
892,3238.5714285714284
893,2347.2857142857147
894,5646.571428571429
895,4291.0
896,4281.0
897,2979.5714285714284
898,5966.857142857143
899,4319.0
900,4180.0
901,3509.7142857142853
902,2420.2857142857147
903,4648.142857142857
904,2833.5714285714284
905,6170.0
906,4328.0
907,4506.142857142857
908,5191.571428571429
909,4144.0
910,5640.714285714286
911,2921.4285714285716
912,4596.285714285714
913,3724.857142857143
914,4169.142857142857
915,4858.428571428571
916,3003.5714285714284
917,3992.0
918,5194.571428571429
919,4682.285714285714
920,3555.7142857142853
921,4790.285714285714
922,4973.285714285714
923,6569.0
924,4974.285714285714
925,2386.2857142857147
926,3269.5714285714284
927,3238.5714285714284
928,5589.714285714286
929,2978.7142857142853
930,4489.285714285714
931,5230.571428571429
932,4090.0
933,4228.142857142857
934,5879.857142857143
935,4157.0
936,4983.428571428571
937,3420.7142857142853
938,3150.5714285714284
939,5040.428571428571
940,3922.857142857143
941,6219.0
942,5163.428571428571
943,3891.857142857143
944,3432.7142857142853
945,1879.0
946,5364.571428571429
947,6623.142857142857
948,3140.7142857142853
949,4535.142857142857
950,4439.285714285714
951,2589.2857142857147
952,3952.857142857143
953,4660.285714285714
954,4132.142857142857
955,5796.714285714286
956,6997.285714285714
957,4456.285714285714
958,4690.285714285714
959,5137.571428571429
960,5195.571428571429
961,3793.0
962,4474.142857142857
963,4534.142857142857
964,4965.428571428571
965,6181.0
966,3322.7142857142853
967,3594.7142857142853
968,3371.7142857142853
969,5705.714285714286
970,4979.428571428571
971,4860.428571428571
972,3653.857142857143
973,2162.142857142857
974,3929.857142857143
975,3877.857142857143
976,3589.7142857142853
977,4500.285714285714
978,5115.428571428571
979,5891.714285714286
980,3401.857142857143
981,2932.5714285714284
982,5499.714285714286
983,4170.0
984,4345.142857142857
985,4278.0
986,2139.142857142857
987,4280.142857142857
988,4034.0
989,3532.857142857143
990,4364.142857142857
991,3910.0
992,4777.285714285714
993,5207.571428571429
994,3156.5714285714284
995,4640.285714285714
996,5527.571428571429
997,3555.857142857143
998,3481.7142857142853
999,4105.0
1000,3158.5714285714284
1001,4856.285714285714
1002,5936.857142857143
1003,4000.0
1004,4385.142857142857
1005,3608.7142857142853
1006,6244.0
1007,4120.0
1008,5192.571428571429
1009,5230.571428571429
1010,4839.285714285714
1011,5178.428571428571
1012,4817.285714285714
1013,5170.428571428571
1014,4280.142857142857
1015,6236.857142857143
1016,4396.142857142857
1017,5221.428571428571
1018,3900.857142857143
1019,3687.857142857143
1020,4993.285714285714
1021,5881.857142857143
1022,5185.428571428571
1023,5379.571428571429
1024,2562.4285714285716
1025,5468.571428571429
1026,4628.285714285714
1027,5043.428571428571
1028,4485.285714285714
1029,4458.142857142857
1030,5906.857142857143
1031,6278.0
1032,4580.142857142857
1033,4494.142857142857
1034,4891.428571428571
1035,3760.857142857143
1036,4117.0
1037,4581.142857142857
1038,4877.428571428571
1039,4652.142857142857
1040,1810.0
1041,5177.571428571429
1042,2584.2857142857147
1043,3917.857142857143
1044,5801.857142857143
1045,5654.714285714286
1046,4851.428571428571
1047,2696.4285714285716
1048,4778.285714285714
1049,4098.142857142857
1050,5224.571428571429
1051,3749.857142857143
1052,4975.428571428571
1053,2840.5714285714284
1054,5503.571428571429
1055,3453.7142857142853
1056,5049.428571428571
1057,4340.0
1058,6049.857142857143
1059,4266.142857142857
1060,6306.0
1061,5853.714285714286
1062,7220.428571428571
1063,3288.5714285714284
1064,2798.4285714285716
1065,4767.285714285714
1066,5480.571428571429
1067,5214.571428571429
1068,5175.571428571429
1069,4336.142857142857
1070,4319.142857142857
1071,5962.857142857143
1072,4530.285714285714
1073,5000.285714285714
1074,4257.0
1075,4374.0
1076,4484.285714285714
1077,5934.857142857143
1078,4290.142857142857
1079,2181.142857142857
1080,4567.285714285714
1081,5357.571428571429
1082,3244.5714285714284
1083,4534.142857142857
1084,4975.428571428571
1085,2748.4285714285716
1086,4459.142857142857
1087,2918.4285714285716
1088,4151.0
1089,3753.857142857143
1090,3584.7142857142853
1091,3536.7142857142853
1092,3815.857142857143
1093,4870.428571428571
1094,3688.857142857143
1095,5652.571428571429
1096,4161.0
1097,5887.714285714286
1098,5568.714285714286
1099,3822.857142857143
1100,4257.142857142857
1101,2111.142857142857
1102,4112.0
1103,2902.5714285714284
1104,3972.0
1105,5832.714285714286
1106,3536.7142857142853
1107,4843.428571428571
1108,3691.7142857142853
1109,4911.285714285714
1110,4692.285714285714
1111,1379.8571428571427
1112,4827.285714285714
1113,3822.0
1114,2594.2857142857147
1115,4354.0
1116,4583.285714285714
1117,4840.428571428571
1118,3623.7142857142853
1119,4801.285714285714
1120,4253.142857142857
1121,5259.571428571429
1122,3934.0
1123,5047.428571428571
1124,2970.5714285714284
1125,3246.5714285714284
1126,4612.285714285714
1127,4136.0
1128,5429.571428571429
1129,5527.714285714286
1130,2987.5714285714284
1131,2916.4285714285716
1132,3054.5714285714284
1133,4390.142857142857
1134,3562.7142857142853
1135,3667.857142857143
1136,4757.285714285714
1137,4499.285714285714
1138,5529.714285714286
1139,5046.428571428571
1140,5163.571428571429
1141,5835.857142857143
1142,4890.285714285714
1143,2697.4285714285716
1144,3014.5714285714284
1145,5182.571428571429
1146,6381.0
1147,3313.7142857142853
1148,3307.5714285714284
1149,4261.142857142857
1150,5223.571428571429
1151,6232.0
1152,4100.0
1153,4122.0
1154,3729.857142857143
1155,3130.5714285714284
1156,4161.142857142857
1157,4023.0
1158,4682.285714285714
1159,3602.857142857143
1160,4491.285714285714
1161,3275.7142857142853
1162,4198.142857142857
1163,2314.2857142857147
1164,3592.857142857143
1165,5710.714285714286
1166,4016.0
1167,4047.0
1168,4423.142857142857
1169,6561.142857142857
1170,4614.142857142857
1171,5191.571428571429
1172,3900.857142857143
1173,3198.5714285714284
1174,6313.0
1175,1676.0
1176,2607.4285714285716
1177,3601.7142857142853
1178,4626.285714285714
1179,4212.142857142857
1180,3228.5714285714284
1181,1894.0
1182,2533.2857142857147
1183,5361.428571428571
1184,4621.285714285714
1185,3143.5714285714284
1186,4129.142857142857
1187,4979.428571428571
1188,5025.285714285714
1189,2844.5714285714284
1190,3467.7142857142853
1191,4230.0
1192,4522.142857142857
1193,3958.0
1194,4456.142857142857
1195,2823.4285714285716
1196,5342.571428571429
1197,4519.142857142857
1198,2739.5714285714284
1199,4422.285714285714
1200,3369.7142857142853
1201,5037.428571428571
1202,3043.5714285714284
1203,6275.0
1204,5294.571428571429
1205,6170.857142857143
1206,5306.428571428571
1207,4867.285714285714
1208,4536.285714285714
1209,4729.142857142857
1210,2943.4285714285716
1211,3561.857142857143
1212,1888.0
1213,4016.0
1214,4306.0
1215,2148.142857142857
1216,3958.0
1217,3471.857142857143
1218,5579.714285714286
1219,4302.0
1220,3627.7142857142853
1221,4773.285714285714
1222,4197.142857142857
1223,5248.571428571429
1224,3484.7142857142853
1225,5308.571428571429
1226,3923.857142857143
1227,3642.7142857142853
1228,4864.428571428571
1229,2907.4285714285716
1230,4424.285714285714
1231,4651.285714285714
1232,4203.0
1233,4059.0
1234,4836.428571428571
1235,5480.714285714286
1236,3796.857142857143
1237,4348.142857142857
1238,4623.285714285714
1239,3616.857142857143
1240,5652.714285714286
1241,4324.0
1242,4646.285714285714
1243,4254.142857142857
1244,5219.571428571429
1245,3682.7142857142853
1246,3892.857142857143
1247,3737.857142857143
1248,5487.714285714286
1249,4107.0
1250,4096.0
1251,3285.5714285714284
1252,5005.285714285714
1253,2381.2857142857147
1254,3765.0
1255,4681.142857142857
1256,2403.2857142857147
1257,5476.714285714286
1258,4693.285714285714
1259,5079.428571428571
1260,2172.2857142857147
1261,4914.428571428571
1262,3188.5714285714284
1263,5134.571428571429
1264,6072.857142857143
1265,4129.0
1266,3271.5714285714284
1267,5418.571428571429
1268,4519.142857142857
1269,4939.428571428571
1270,3584.857142857143
1271,5152.571428571429
1272,4337.0
1273,4129.0
1274,6132.0
1275,4151.0
1276,4142.142857142857
1277,2890.4285714285716
1278,5456.571428571429
1279,4517.142857142857
1280,3618.857142857143
1281,4476.142857142857
1282,4604.142857142857
1283,3832.857142857143
1284,4134.0
1285,2353.2857142857147
1286,6246.0
1287,4106.142857142857
1288,3208.5714285714284
1289,4057.142857142857
1290,4545.285714285714
1291,4200.142857142857
1292,4407.142857142857
1293,4307.0
1294,5355.428571428571
1295,2870.4285714285716
1296,4519.142857142857
1297,4827.285714285714
1298,3947.0
1299,5218.428571428571
1300,5940.857142857143
1301,5898.857142857143
1302,4585.285714285714
1303,4975.285714285714
1304,4318.0
1305,1691.0
1306,5893.857142857143
1307,4157.0
1308,3590.7142857142853
1309,5409.571428571429
1310,3912.857142857143
1311,4495.285714285714
1312,4648.142857142857
1313,4217.142857142857
1314,4325.142857142857
1315,4545.285714285714
1316,5164.571428571429
1317,5186.571428571429
1318,5284.571428571429
1319,3610.7142857142853
1320,4574.285714285714
1321,3532.7142857142853
1322,4174.0
1323,2178.142857142857
1324,6971.285714285714
1325,4027.0
1326,4130.0
1327,4325.142857142857
1328,3078.5714285714284
1329,4198.142857142857
1330,4924.285714285714
1331,4918.428571428571
1332,3180.5714285714284
1333,3837.0
1334,3847.0
1335,5424.571428571429
1336,6422.857142857143
1337,6080.857142857143
1338,3694.857142857143
1339,4273.142857142857
1340,3694.857142857143
1341,3942.857142857143
1342,3900.857142857143
1343,2942.4285714285716
1344,4427.285714285714
1345,6648.142857142857
1346,5229.571428571429
1347,4982.428571428571
1348,5398.571428571429
1349,5568.714285714286
1350,2186.142857142857
1351,6191.0
1352,2502.2857142857147
1353,5200.571428571429
1354,5258.571428571429
1355,4255.142857142857
