train,stations
0,"[s-Hertogenbosch, Tilburg, Breda, Etten-Leur, Breda, Etten-Leur, Breda, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Gouda, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander]"
1,"[Groningen, Assen, Zwolle, Assen]"
2,"[Den Haag Centraal, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal, Schiphol Airport, Utrecht Centraal, Amersfoort, Apeldoorn, Deventer, Zutphen]"
3,"[Delft, Den Haag Centraal, Gouda, Den Haag Centraal, Delft, Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Gouda, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak]"
4,"[Utrecht Centraal, Gouda, Alphen a/d Rijn, Gouda, Rotterdam Alexander, Rotterdam Centraal, Dordrecht, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander]"
5,"[Amsterdam Sloterdijk, Zaandam, Beverwijk, Castricum, Alkmaar, Hoorn, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport]"
6,"[Utrecht Centraal, Amersfoort, Zwolle, Deventer, Almelo, Hengelo, Enschede, Hengelo, Almelo, Zwolle]"
7,"[Apeldoorn, Deventer, Almelo, Deventer, Zutphen, Dieren, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal]"
8,"[Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Utrecht Centraal, Ede-Wageningen, Utrecht Centraal, Hilversum, Almere Centrum, Lelystad Centrum]"
9,"[Rotterdam Blaak, Dordrecht, Rotterdam Blaak, Dordrecht, Roosendaal, Etten-Leur, Breda, Etten-Leur]"
10,"[Utrecht Centraal, Hilversum, Almere Centrum, Amsterdam Centraal, Amsterdam Amstel, Almere Centrum, Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Haarlem]"
11,"[Leiden Centraal, Den Haag HS, Delft, Den Haag Laan v NOI, Delft, Den Haag HS, Gouda, Den Haag Centraal, Leiden Centraal, Schiphol Airport, Leiden Centraal]"
12,"[Heerenveen, Steenwijk, Heerenveen, Leeuwarden, Heerenveen, Steenwijk, Heerenveen, Steenwijk, Heerenveen, Leeuwarden]"
13,"[Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS, Delft, Schiedam Centrum, Delft, Den Haag Centraal, Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal, Hilversum, Utrecht Centraal, Hilversum]"
14,"[Groningen, Assen, Zwolle, Steenwijk, Heerenveen, Steenwijk]"
15,"[Gouda, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag Laan v NOI, Leiden Centraal, Heemstede-Aerdenhout]"
16,"[Schiedam Centrum, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak]"
17,"[Roermond, Weert, Eindhoven, Helmond, Eindhoven, Tilburg, Eindhoven, s-Hertogenbosch, Oss, s-Hertogenbosch]"
18,"[Delft, Den Haag Laan v NOI, Delft, Den Haag Centraal, Delft, Den Haag HS, Leiden Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag HS]"
score,3532.685393258427
connections missing,[['Alkmaar': 'Den Helder']: ['Amsterdam Amstel': 'Hilversum']: ['Helmond': 'Venlo']: ['Leeuwarden': 'Groningen']: ['Maastricht': 'Sittard']: ['Nijmegen': 'Arnhem Centraal']: ['Oss': 'Nijmegen']: ['Roosendaal': 'Vlissingen']: ['Sittard': 'Heerlen']: ['Sittard': 'Roermond']: ['Utrecht Centraal': 'Amsterdam Centraal']: ['Zaandam': 'Castricum']]
