train,stations
0,"[s-Hertogenbosch, Oss]"
1,"[Delft, Den Haag HS, Gouda, Den Haag Centraal, Gouda, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Dordrecht, Roosendaal, Etten-Leur]"
2,"[]"
3,"[Amsterdam Centraal, Amsterdam Amstel, Hilversum, Utrecht Centraal, s-Hertogenbosch, Eindhoven, s-Hertogenbosch, Oss]"
4,"[Steenwijk, Zwolle, Amersfoort, Apeldoorn, Deventer, Zutphen, Dieren]"
5,"[Roosendaal, Etten-Leur]"
6,"[]"
7,"[Amsterdam Zuid, Amsterdam Amstel, Utrecht Centraal]"
8,"[Eindhoven, Helmond, Eindhoven, s-Hertogenbosch, Eindhoven, Weert, Roermond, Sittard, Heerlen]"
9,"[Hengelo, Enschede, Hengelo, Enschede, Hengelo, Almelo, Hengelo, Almelo, Deventer, Zutphen, Dieren]"
10,"[]"
11,"[]"
12,"[]"
13,"[]"
14,"[]"
15,"[Sittard, Roermond, Weert, Roermond, Weert, Eindhoven, Helmond, Eindhoven, Helmond, Venlo]"
16,"[]"
score,4231.459770114943
connections missing,[['Amsterdam Amstel': 'Almere Centrum']: ['Den Haag Laan v NOI': 'Gouda']: ['Gouda': 'Alphen a/d Rijn']: ['Leeuwarden': 'Heerenveen']: ['Leiden Centraal': 'Alphen a/d Rijn']: ['Roosendaal': 'Vlissingen']: ['Utrecht Centraal': 'Alphen a/d Rijn']: ['Utrecht Centraal': 'Schiphol Airport']]
