train,stations
0,"[Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Gouda, Rotterdam Alexander, Gouda, Rotterdam Alexander]"
1,"[Breda, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Gouda, Den Haag Centraal, Delft, Den Haag Centraal, Gouda, Rotterdam Alexander]"
2,"[Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Roosendaal, Etten-Leur, Breda, Etten-Leur]"
3,"[Alkmaar, Castricum, Beverwijk, Castricum, Zaandam, Hoorn]"
4,"[Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal]"
5,"[Groningen, Assen, Groningen, Leeuwarden, Heerenveen, Leeuwarden]"
6,"[Deventer, Apeldoorn, Deventer, Zwolle, Amersfoort, Utrecht Centraal]"
7,"[Weert, Roermond, Sittard, Heerlen, Sittard, Maastricht, Sittard, Maastricht]"
8,"[Den Haag Laan v NOI, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal, Alphen a/d Rijn, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel]"
9,"[Deventer, Apeldoorn, Deventer, Zutphen, Dieren, Zutphen, Apeldoorn, Amersfoort, Apeldoorn, Amersfoort]"
10,"[Hilversum, Amsterdam Amstel, Almere Centrum, Lelystad Centrum, Almere Centrum, Lelystad Centrum, Almere Centrum]"
11,"[Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Den Haag Laan v NOI, Leiden Centraal, Den Haag Centraal, Delft, Schiedam Centrum, Delft, Den Haag Laan v NOI]"
12,"[Apeldoorn, Deventer, Apeldoorn, Deventer, Zwolle, Amersfoort, Utrecht Centraal]"
13,"[Beverwijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Amstel, Utrecht Centraal, Amsterdam Amstel, Amsterdam Zuid]"
14,"[Weert, Eindhoven, Helmond, Venlo, Helmond, Eindhoven, Tilburg, Breda, Etten-Leur, Breda]"
15,"[Den Haag HS, Gouda, Den Haag Centraal, Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal, s-Hertogenbosch, Oss]"
16,"[Almelo, Hengelo]"
score,4414.123595505618
connections missing,[['Alkmaar': 'Den Helder']: ['Amsterdam Centraal': 'Amsterdam Sloterdijk']: ['Arnhem Centraal': 'Dieren']: ['Assen': 'Zwolle']: ['Den Haag Laan v NOI': 'Gouda']: ['Haarlem': 'Beverwijk']: ['Roosendaal': 'Vlissingen']: ['s-Hertogenbosch': 'Tilburg']]
