iteration,score
2,3906.4367816091954
31,3915.4367816091954
58,3927.379310344828
60,4065.3218390804595
71,4323.206896551724
73,4336.149425287355
74,4378.149425287355
80,4552.034482758621
190,4756.919540229885
245,4900.862068965516
267,4985.747126436781
406,5006.689655172413
407,5026.689655172413
408,5080.6321839080465
447,5171.51724137931
677,5222.459770114943
839,5230.459770114943
1123,5254.459770114943
1170,5316.402298850575
1375,5374.402298850575
1486,5417.3448275862065
1759,5421.3448275862065
1817,5425.3448275862065
1864,5529.3448275862065
1932,5535.3448275862065
1959,5630.287356321838
2000,5713.229885057472
2093,5745.229885057472
2278,5862.172413793103
6803,5862.172413793103
10084,5880.114942528737
11614,5880.114942528737
12563,5886.114942528737
15332,5889.114942528737
22489,5921.114942528737
