train,stations
0,"[]"
1,"[]"
2,"[Beverwijk, Zaandam, Hoorn, Alkmaar, Hoorn]"
3,"[Groningen, Assen, Zwolle, Steenwijk]"
4,"[]"
5,"[Gouda, Utrecht Centraal, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Hilversum, Amsterdam Amstel, Utrecht Centraal, Alphen a/d Rijn]"
6,"[Lelystad Centrum]"
7,"[Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Den Haag HS, Delft, Schiedam Centrum]"
8,"[Amsterdam Amstel]"
9,"[Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander]"
10,"[Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem, Amsterdam Sloterdijk, Zaandam, Castricum, Alkmaar, Hoorn]"
11,"[Sittard, Heerlen]"
12,"[]"
13,"[Rotterdam Alexander, Gouda, Rotterdam Alexander, Gouda, Rotterdam Alexander, Rotterdam Centraal]"
14,"[]"
15,"[]"
16,"[Amsterdam Zuid, Schiphol Airport, Leiden Centraal]"
17,"[]"
score,4512.561797752809
connections missing,[['Alkmaar': 'Den Helder']: ['Apeldoorn': 'Amersfoort']: ['Apeldoorn': 'Zutphen']: ['Helmond': 'Venlo']]
