iteration,score
0,4347.0
5,4712.0
17,4863.0
26,4880.0
67,4952.0
68,5002.0
88,5089.0
89,5112.0
155,5127.0
176,5131.0
222,5264.0
233,5331.0
277,5474.0
290,5484.0
295,5506.0
301,5564.0
307,5568.0
308,5722.0
331,5803.0
509,5820.0
727,5891.0
1147,5941.0
1223,5962.0
1322,5970.0
1566,6005.0
1712,6112.0
2076,6129.0
3284,6178.0
3311,6229.0
3865,6233.0
3895,6337.0
4148,6337.0
4701,6337.0
5094,6337.0
5135,6337.0
5221,6378.0
6957,6413.0
6987,6598.0
8369,6602.0
9143,6686.0
9377,6689.0
9384,6703.0
9418,6703.0
9459,6705.0
9775,6710.0
10759,6798.0
24547,6798.0
