iteration,score
1,3981.52808988764
3,4004.8876404494376
8,4336.3258426966295
12,4574.404494382023
16,4622.76404494382
162,4632.76404494382
198,4662.123595505618
500,4669.483146067416
530,4778.842696629214
853,4882.202247191011
935,4910.561797752809
1324,4957.921348314607
1400,4965.921348314607
4638,5045.2808988764045
4676,5091.640449438202
4858,5137.640449438202
4979,5151.640449438202
5151,5154.640449438202
7653,5154.640449438202
8393,5187.640449438202
8481,5211.0
8714,5219.0
9102,5223.0
12282,5223.0
