train,stations
0,"[Assen, Groningen]"
1,"[Leiden Centraal, Alphen a/d Rijn, Gouda, Den Haag Centraal]"
2,"[Alphen a/d Rijn, Gouda, Rotterdam Alexander, Gouda, Den Haag Laan v NOI, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS, Delft, Den Haag HS, Delft]"
3,"[Den Haag Laan v NOI, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Amersfoort, Utrecht Centraal, Hilversum, Almere Centrum]"
4,"[Amsterdam Amstel, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Centraal, Almere Centrum, Hilversum, Amsterdam Amstel, Utrecht Centraal, Hilversum]"
5,"[Roermond, Weert, Eindhoven, s-Hertogenbosch, Utrecht Centraal, Hilversum, Utrecht Centraal, Schiphol Airport, Amsterdam Zuid]"
6,"[Almelo, Deventer, Apeldoorn, Zutphen, Dieren, Zutphen, Apeldoorn, Deventer]"
7,"[Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Dieren, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal]"
8,"[Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Breda, Etten-Leur, Roosendaal, Etten-Leur, Roosendaal, Etten-Leur, Breda, Tilburg, Eindhoven, Helmond, Venlo]"
9,"[Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Delft, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag HS, Leiden Centraal, Schiphol Airport, Leiden Centraal, Den Haag Centraal]"
10,"[Ede-Wageningen, Utrecht Centraal, Ede-Wageningen, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal]"
11,"[Zwolle, Amersfoort, Apeldoorn, Deventer, Almelo, Hengelo]"
12,"[Nijmegen, Oss, s-Hertogenbosch, Tilburg, Breda, Dordrecht, Roosendaal, Vlissingen]"
13,"[Hengelo, Almelo, Deventer, Almelo, Zwolle, Steenwijk]"
14,"[Den Haag HS, Delft, Den Haag Centraal, Leiden Centraal, Den Haag Laan v NOI, Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal, Schiphol Airport, Utrecht Centraal, Gouda]"
15,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk]"
score,3282.4494382022467
connections missing,[['Alkmaar': 'Hoorn']: ['Alkmaar': 'Den Helder']: ['Almere Centrum': 'Lelystad Centrum']: ['Amsterdam Amstel': 'Almere Centrum']: ['Amsterdam Sloterdijk': 'Haarlem']: ['Amsterdam Sloterdijk': 'Zaandam']: ['Assen': 'Zwolle']: ['Beverwijk': 'Castricum']: ['Castricum': 'Alkmaar']: ['Dordrecht': 'Rotterdam Blaak']: ['Haarlem': 'Beverwijk']: ['Heemstede-Aerdenhout': 'Haarlem']: ['Hengelo': 'Enschede']: ['Maastricht': 'Sittard']: ['Rotterdam Blaak': 'Schiedam Centrum']: ['Sittard': 'Heerlen']: ['Sittard': 'Roermond']: ['Zaandam': 'Hoorn']: ['Zaandam': 'Castricum']: ['Zaandam': 'Beverwijk']: ['Zwolle': 'Deventer']]
