iteration,score
2,3257.379310344828
7,3461.2068965517237
14,3472.091954022989
17,3637.977011494253
86,3731.9195402298847
95,3743.9195402298847
134,3745.9195402298847
206,3776.9195402298847
218,3801.8620689655163
448,3818.8620689655163
449,3837.8045977011498
451,3839.8045977011498
454,3841.8045977011498
464,3876.8045977011498
510,3890.8045977011498
511,3894.8045977011498
514,3894.8045977011498
516,3895.8045977011498
517,3895.8045977011498
518,3895.8045977011498
519,3895.8045977011498
520,3895.8045977011498
522,3895.8045977011498
523,3895.8045977011498
524,3895.8045977011498
525,3895.8045977011498
527,3895.8045977011498
531,3895.8045977011498
532,3895.8045977011498
533,3895.8045977011498
535,3895.8045977011498
537,3895.8045977011498
538,3895.8045977011498
539,3895.8045977011498
540,3895.8045977011498
541,3895.8045977011498
543,3895.8045977011498
545,3895.8045977011498
546,3895.8045977011498
548,3895.8045977011498
549,3895.8045977011498
550,3895.8045977011498
552,3895.8045977011498
554,3895.8045977011498
555,3895.8045977011498
556,3895.8045977011498
557,3895.8045977011498
559,3895.8045977011498
560,3895.8045977011498
561,3895.8045977011498
563,3895.8045977011498
564,3895.8045977011498
566,3895.8045977011498
567,3895.8045977011498
568,3895.8045977011498
570,3895.8045977011498
571,3895.8045977011498
572,3895.8045977011498
576,3895.8045977011498
577,3895.8045977011498
578,3895.8045977011498
580,3895.8045977011498
585,3895.8045977011498
586,3895.8045977011498
587,3895.8045977011498
588,3895.8045977011498
589,3895.8045977011498
590,3895.8045977011498
591,3895.8045977011498
592,3895.8045977011498
594,3895.8045977011498
597,3895.8045977011498
601,3895.8045977011498
606,3895.8045977011498
608,3895.8045977011498
611,3895.8045977011498
615,3895.8045977011498
616,3895.8045977011498
619,3895.8045977011498
620,3895.8045977011498
621,3895.8045977011498
622,3895.8045977011498
625,3895.8045977011498
626,3895.8045977011498
627,3895.8045977011498
628,3895.8045977011498
630,3895.8045977011498
631,3895.8045977011498
633,3895.8045977011498
635,3895.8045977011498
636,3895.8045977011498
638,3895.8045977011498
640,3895.8045977011498
641,3895.8045977011498
643,3895.8045977011498
644,3895.8045977011498
646,3895.8045977011498
647,3895.8045977011498
648,3895.8045977011498
649,3895.8045977011498
650,3895.8045977011498
651,3895.8045977011498
653,3895.8045977011498
657,3895.8045977011498
660,3895.8045977011498
662,3895.8045977011498
668,3895.8045977011498
669,3895.8045977011498
672,3895.8045977011498
673,3895.8045977011498
674,3895.8045977011498
676,3895.8045977011498
679,3895.8045977011498
