train,stations
0,"[]"
1,"[]"
2,"[]"
3,"[]"
4,"[]"
5,"[]"
6,"[]"
7,"[]"
8,"[]"
9,"[Hengelo, Enschede, Hengelo, Enschede, Hengelo, Almelo, Zwolle]"
10,"[]"
11,"[]"
12,"[]"
13,"[]"
14,"[]"
15,"[]"
score,3895.8045977011498
connections missing,[['Alkmaar': 'Hoorn']: ['Alkmaar': 'Den Helder']: ['Almere Centrum': 'Lelystad Centrum']: ['Amsterdam Amstel': 'Hilversum']: ['Assen': 'Zwolle']: ['Helmond': 'Venlo']: ['Hilversum': 'Almere Centrum']: ['Oss': 'Nijmegen']: ['Roosendaal': 'Vlissingen']: ['Utrecht Centraal': 'Alphen a/d Rijn']: ['Utrecht Centraal': 'Schiphol Airport']: ['Zaandam': 'Hoorn']: ['Zwolle': 'Amersfoort']: ['Zwolle': 'Deventer']]
