train,stations
0,"[Schiedam Centrum, Delft, Den Haag HS, Gouda, Alphen a/d Rijn, Leiden Centraal]"
1,"[Breda, Etten-Leur, Breda, Etten-Leur]"
2,"[Steenwijk, Zwolle, Deventer, Zutphen, Deventer, Apeldoorn, Deventer, Almelo, Hengelo, Enschede, Hengelo, Enschede]"
3,"[Castricum, Alkmaar, Castricum, Zaandam, Castricum, Beverwijk, Haarlem, Heemstede-Aerdenhout, Haarlem]"
4,"[Den Haag HS, Delft, Den Haag HS, Delft, Schiedam Centrum]"
5,"[Utrecht Centraal, Amsterdam Amstel, Hilversum, Utrecht Centraal, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Haarlem, Amsterdam Sloterdijk]"
6,"[Zwolle, Steenwijk, Heerenveen]"
7,"[Heerlen, Sittard, Heerlen, Sittard, Roermond, Weert, Roermond, Sittard, Roermond, Sittard, Maastricht, Sittard, Heerlen]"
8,"[Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Dordrecht]"
9,"[Deventer, Zwolle, Almelo, Hengelo, Enschede, Hengelo, Enschede, Hengelo]"
10,"[Utrecht Centraal, s-Hertogenbosch, Utrecht Centraal, Amsterdam Centraal, Amsterdam Amstel, Almere Centrum]"
11,"[Eindhoven, Tilburg, s-Hertogenbosch, Eindhoven, Helmond, Eindhoven, Weert, Eindhoven, Weert, Eindhoven, Helmond, Eindhoven, Helmond, Eindhoven]"
12,"[Haarlem, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Amsterdam Amstel, Utrecht Centraal, Amsterdam Amstel, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid]"
13,"[Beverwijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Amstel]"
14,"[Ede-Wageningen, Arnhem Centraal, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Gouda, Den Haag Centraal]"
15,"[Rotterdam Centraal, Rotterdam Alexander, Gouda, Den Haag Laan v NOI, Leiden Centraal, Den Haag HS, Gouda, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander]"
score,3743.9195402298847
connections missing,[['Alkmaar': 'Hoorn']: ['Alkmaar': 'Den Helder']: ['Almere Centrum': 'Lelystad Centrum']: ['Apeldoorn': 'Amersfoort']: ['Apeldoorn': 'Zutphen']: ['Arnhem Centraal': 'Dieren']: ['Assen': 'Zwolle']: ['Helmond': 'Venlo']: ['Oss': 'Nijmegen']: ['Roosendaal': 'Vlissingen']: ['Utrecht Centraal': 'Alphen a/d Rijn']: ['Utrecht Centraal': 'Schiphol Airport']: ['Zaandam': 'Hoorn']: ['Zutphen': 'Dieren']: ['Zwolle': 'Amersfoort']: ['s-Hertogenbosch': 'Oss']]
