iteration,score
1,3569.7241379310344
2,3666.6091954022986
3,3716.551724137931
154,3804.4942528735637
158,3851.4367816091954
186,3927.379310344828
208,3933.379310344828
231,4010.3218390804595
237,4014.3218390804595
402,4025.3218390804595
714,4025.3218390804595
1374,4034.3218390804595
1560,4038.3218390804595
2029,4055.3218390804595
3248,4055.3218390804595
6187,4059.3218390804595
6335,4064.3218390804595
6508,4143.264367816092
8273,4143.264367816092
10587,4143.264367816092
10779,4143.264367816092
11136,4143.264367816092
11607,4143.264367816092
11745,4143.264367816092
13574,4143.264367816092
21676,4143.264367816092
23677,4143.264367816092
25462,4143.264367816092
