train,stations
0,"[Ede-Wageningen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Amersfoort, Zwolle, Deventer, Zutphen, Dieren]"
1,"[Tilburg, s-Hertogenbosch, Utrecht Centraal, Amersfoort, Utrecht Centraal, Amersfoort, Utrecht Centraal]"
2,"[Eindhoven, Tilburg, Breda, Dordrecht, Breda, Tilburg, Breda, Etten-Leur, Breda, Etten-Leur, Breda]"
3,"[Leeuwarden, Heerenveen, Steenwijk, Zwolle, Almelo, Hengelo, Almelo, Hengelo, Almelo]"
4,"[Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Gouda, Den Haag HS, Delft]"
5,"[Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag Laan v NOI, Leiden Centraal, Den Haag Laan v NOI, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Leiden Centraal]"
6,"[Eindhoven, Weert, Eindhoven, s-Hertogenbosch, Oss, s-Hertogenbosch, Eindhoven]"
7,"[Amsterdam Zuid, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Amsterdam Centraal, Almere Centrum, Hilversum]"
8,"[Zutphen, Dieren, Zutphen, Deventer, Apeldoorn, Deventer, Almelo, Hengelo, Almelo, Deventer, Zutphen, Apeldoorn]"
9,"[Weert, Roermond, Sittard, Heerlen, Sittard, Heerlen, Sittard, Roermond, Sittard, Maastricht]"
10,"[Helmond, Venlo, Helmond, Eindhoven, Helmond, Eindhoven]"
11,"[Amsterdam Sloterdijk, Haarlem, Beverwijk, Zaandam, Castricum, Beverwijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal]"
12,"[Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Roosendaal, Etten-Leur, Roosendaal, Etten-Leur, Roosendaal, Etten-Leur, Roosendaal, Etten-Leur]"
13,"[Delft, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Gouda, Alphen a/d Rijn, Utrecht Centraal, Gouda, Den Haag Centraal, Leiden Centraal]"
14,"[Castricum, Alkmaar, Hoorn, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Utrecht Centraal]"
15,"[Oss, Nijmegen, Oss, s-Hertogenbosch, Utrecht Centraal, Gouda, Den Haag Laan v NOI, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS]"
16,"[Amsterdam Centraal, Utrecht Centraal, Amersfoort, Zwolle]"
score,4441.123595505618
connections missing,[['Alkmaar': 'Den Helder']: ['Amsterdam Amstel': 'Hilversum']: ['Amsterdam Zuid': 'Amsterdam Sloterdijk']: ['Assen': 'Zwolle']: ['Dordrecht': 'Rotterdam Centraal']: ['Groningen': 'Assen']: ['Leeuwarden': 'Groningen']: ['Roosendaal': 'Vlissingen']]
