iteration,score
2,3230.3707865168544
3,3522.4494382022467
6,3764.52808988764
16,3805.8876404494376
97,3825.2471910112363
102,3835.2471910112363
139,3850.606741573034
152,3937.9662921348317
162,4006.3258426966295
179,4062.685393258427
183,4237.404494382023
206,4375.76404494382
207,4385.123595505618
227,4416.123595505618
233,4444.483146067416
251,4547.842696629214
277,4661.202247191011
350,4762.561797752809
384,4773.561797752809
488,4779.561797752809
532,4785.561797752809
703,4787.561797752809
1608,4787.561797752809
1631,4821.921348314607
1699,4821.921348314607
1771,4830.921348314607
1777,4848.921348314607
1814,4879.921348314607
2433,4880.921348314607
4302,4881.921348314607
7381,4883.921348314607
9473,4895.921348314607
