iteration,score
0,3840.0
24,4145.0
47,4288.0
48,4435.0
80,4452.0
83,4478.0
238,4540.0
239,4734.0
553,4750.0
605,4782.0
628,4858.0
633,4926.0
652,5031.0
654,5046.0
658,5051.0
662,5051.0
1377,5056.0
2095,5061.0
2752,5069.0
3533,5083.0
5861,5083.0
5875,5191.0
6244,5191.0
6375,5191.0
8168,5197.0
15730,5197.0
18946,5198.0
20057,5206.0
23552,5213.0
23779,5228.0
24197,5302.0
24295,5326.0
24347,5339.0
24551,5352.0
24658,5368.0
25161,5372.0
26244,5380.0
26466,5387.0
27305,5388.0
