iteration,score
2,3794.977011494253
5,4321.51724137931
7,4339.51724137931
10,4376.459770114943
12,4568.3448275862065
243,4633.3448275862065
257,4668.172413793103
362,4669.172413793103
368,4695.172413793103
855,4697.172413793103
1408,4701.114942528737
1420,4703.172413793103
1421,4770.114942528737
1633,4795.114942528737
1672,4812.114942528737
2845,4814.114942528737
3002,4816.114942528737
3522,4823.114942528737
3593,4824.114942528737
3814,4825.114942528737
23226,4825.114942528737
25739,4828.057471264368
25895,4828.057471264368
25938,4849.057471264368
