iteration,score
24,3482.011235955056
32,3567.089887640449
34,3933.168539325843
48,4032.52808988764
59,4051.8876404494376
64,4204.247191011236
73,4246.247191011236
120,4445.966292134832
126,4476.3258426966295
163,4480.3258426966295
172,4556.685393258427
230,4586.044943820225
241,4649.404494382023
254,4659.76404494382
274,4734.123595505618
299,4742.123595505618
362,4899.842696629214
747,4918.842696629214
1776,5022.202247191011
5602,5072.561797752809
5956,5132.921348314607
8001,5179.921348314607
9027,5189.921348314607
11347,5190.921348314607
17731,5232.921348314607
20094,5266.921348314607
20121,5315.2808988764045
23235,5340.2808988764045
