iteration,score
6,3463.4494382022467
8,3473.4494382022467
9,3678.52808988764
19,3882.606741573034
20,4076.685393258427
111,4291.76404494382
133,4354.483146067416
213,4377.483146067416
294,4418.483146067416
475,4430.483146067416
1895,4482.483146067416
2201,4485.483146067416
5216,4523.842696629214
6434,4526.202247191011
6487,4647.561797752809
6598,4677.921348314607
6612,4800.2808988764045
6841,4853.2808988764045
7214,4881.2808988764045
14499,4896.640449438202
15698,4899.640449438202
