train,stations
0,"[Nijmegen, Arnhem Centraal, Dieren, Zutphen]"
1,"[Castricum, Alkmaar, Hoorn, Zaandam, Castricum, Beverwijk, Castricum, Zaandam, Castricum]"
2,"[Amsterdam Amstel, Amsterdam Zuid, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Leiden Centraal, Schiphol Airport, Leiden Centraal]"
3,"[Sittard, Heerlen]"
4,"[Amsterdam Amstel, Amsterdam Centraal, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Haarlem, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk]"
5,"[Helmond, Eindhoven, Weert, Eindhoven, Weert, Eindhoven]"
6,"[Enschede, Hengelo, Enschede, Hengelo, Almelo, Hengelo, Enschede, Hengelo]"
7,"[Almelo, Hengelo, Enschede, Hengelo, Enschede, Hengelo, Enschede, Hengelo, Enschede, Hengelo, Enschede, Hengelo, Enschede, Hengelo, Almelo]"
8,"[Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Schiphol Airport, Leiden Centraal, Den Haag Centraal]"
9,"[Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Roosendaal, Etten-Leur, Breda, Dordrecht, Roosendaal]"
10,"[Heerenveen, Steenwijk, Zwolle, Deventer, Zutphen, Deventer, Apeldoorn, Deventer]"
11,"[Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Oss, s-Hertogenbosch, Tilburg, Breda, Etten-Leur]"
score,4483.0
connections missing,[['Alkmaar': 'Den Helder']: ['Almere Centrum': 'Lelystad Centrum']: ['Amsterdam Amstel': 'Almere Centrum']: ['Amsterdam Amstel': 'Hilversum']: ['Amsterdam Centraal': 'Almere Centrum']: ['Assen': 'Zwolle']: ['Den Haag HS': 'Gouda']: ['Den Haag Laan v NOI': 'Leiden Centraal']: ['Dordrecht': 'Rotterdam Centraal']: ['Gouda': 'Alphen a/d Rijn']: ['Groningen': 'Assen']: ['Haarlem': 'Beverwijk']: ['Helmond': 'Venlo']: ['Hilversum': 'Almere Centrum']: ['Leiden Centraal': 'Alphen a/d Rijn']: ['Roosendaal': 'Vlissingen']: ['Rotterdam Blaak': 'Schiedam Centrum']: ['Zaandam': 'Beverwijk']]
