iteration,score
2,3445.6091954022986
11,3798.379310344828
28,4005.2068965517237
33,4055.1494252873554
42,4086.091954022989
52,4150.034482758621
60,4178.034482758621
62,4245.977011494253
74,4257.977011494253
92,4360.919540229885
102,4441.80459770115
155,4451.80459770115
156,4624.747126436781
164,4628.747126436781
166,4637.80459770115
182,4730.747126436781
185,4789.6321839080465
193,5057.459770114943
194,5076.459770114943
201,5105.459770114943
229,5244.3448275862065
893,5258.3448275862065
1154,5263.3448275862065
1178,5320.287356321838
1191,5355.287356321838
2209,5415.229885057472
2320,5429.229885057472
2906,5450.229885057472
2954,5499.229885057472
4068,5533.229885057472
5526,5594.172413793103
6331,5620.172413793103
15679,5636.172413793103
17208,5650.172413793103
